종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"049550","잉크테크","KOSDAQ","벤처기업부","3885","55","1.44","3800","3985","3800","8058","31010685","76170386145","19606277"
"389020","자람테크놀로지","KOSDAQ","기술성장기업부","25150","1300","5.45","24350","25250","23600","19228","472229800","155872909500","6197730"
"254120","자비스","KOSDAQ","기술성장기업부","2105","55","2.68","2050","2150","2030","255628","540126665","64737738350","30754270"
"043910","자연과환경","KOSDAQ","중견기업부","1052","7","0.67","1045","1064","1030","391706","412695272","85623803296","81391448"
"234920","자이글","KOSDAQ","벤처기업부","8750","10","0.11","8990","9030","8680","103165","905019170","118395462500","13530910"
"289220","자이언트스텝","KOSDAQ","기술성장기업부","10210","310","3.13","10000","10440","9820","116550","1192732010","225863016450","22121745"
"317400","자이에스앤디","KOSPI",,"5170","20","0.39","5150","5190","5120","44237","228171560","200505628400","38782520"
"033240","자화전자","KOSPI",,"25000","400","1.63","24800","25250","24550","66217","1656499700","552748075000","22109923"
"174880","장원테크","KOSDAQ","관리종목(소속부없음)","530","0","0.00","0","0","0","0","0","11610352250","21906325"
"049630","재영솔루텍","KOSDAQ","중견기업부","602","8","1.35","594","627","594","423975","259831898","50256266340","83482170"
"417840","저스템","KOSDAQ","벤처기업부","12760","30","0.24","12900","12940","12650","36367","466542980","91299509840","7155134"
"000950","전방","KOSPI",,"23750","-150","-0.63","23700","23950","23450","1274","30252500","39900000000","1680000"
"110020","전진바이오팜","KOSDAQ","기술성장기업부","8030","-120","-1.47","8220","8290","8020","58182","472519730","59870090060","7455802"
"208140","정다운","KOSDAQ","우량기업부","3020","100","3.42","2920","3035","2905","431914","1291499540","98706422920","32684246"
"040420","정상제이엘에스","KOSDAQ","우량기업부","7280","-30","-0.41","7270","7350","7260","27305","198960510","114132578560","15677552"
"045510","정원엔시스","KOSDAQ","중견기업부","1488","153","11.46","1400","1595","1389","2646067","4011228442","47927426496","32209292"
"217190","제너셈","KOSDAQ","벤처기업부","12540","40","0.32","12400","13050","12400","37893","481666240","109965441960","8769174"
"095700","제넥신","KOSDAQ","기술성장기업부","9980","-380","-3.67","10120","10230","9880","791834","7954166550","414275728120","41510594"
"072520","제넨바이오","KOSDAQ","투자주의환기종목(소속부없음)","395","-8","-1.99","403","419","383","346182","136274375","22579461630","57163194"
"122310","제노레이","KOSDAQ","우량기업부","6690","50","0.75","6690","6780","6630","27444","183592850","97365216360","14553844"
"361390","제노코","KOSDAQ","기술성장기업부","16970","340","2.04","16700","17180","16660","58952","1003275500","127288389330","7500789"
"066830","제노텍","KONEX","일반기업부","1994","9","0.45","2000","2000","1994","18","35898","11300356920","5667180"
"187420","제노포커스","KOSDAQ","기술성장기업부","3235","75","2.37","3160","3235","3070","41557","130638660","73623521050","22758430"
"225220","제놀루션","KOSDAQ","우량기업부","4110","35","0.86","4085","4140","4015","57520","235395945","78870986310","19190021"
"123330","제닉","KOSDAQ","벤처기업부","3600","-50","-1.37","3645","3645","3500","6214","22483090","25200000000","7000000"
"159580","제로투세븐","KOSDAQ","중견기업부","6190","460","8.03","5730","6190","5700","498265","3022176730","124002016840","20032636"
"147830","제룡산업","KOSDAQ","벤처기업부","3260","40","1.24","3270","3280","3215","13970","45396640","65200000000","20000000"
"033100","제룡전기","KOSDAQ","우량기업부","21800","-100","-0.46","22100","22200","21600","160586","3513626850","350160516200","16062409"
"079370","제우스","KOSDAQ","우량기업부","41500","650","1.59","41000","42500","39950","210757","8696420600","429068500000","10339000"
"054950","제이브이엠","KOSDAQ","우량기업부","25350","-200","-0.78","25500","25750","25300","24692","627883650","306478762200","12089892"
"023440","제이스코홀딩스","KOSDAQ","중견기업부","1558","-8","-0.51","1570","1599","1555","205671","322549204","79730227782","51174729"
"090470","제이스텍","KOSDAQ","우량기업부","8330","-20","-0.24","8260","8350","8000","28559","235954420","145580028020","17476594"
"287410","제이시스메디칼","KOSDAQ","우량기업부","12000","310","2.65","11740","12190","11740","532040","6416375450","917632860000","76469405"
"137950","제이씨케미칼","KOSDAQ","우량기업부","6750","60","0.90","6730","6800","6670","73792","497277210","150307744500","22267814"
"033320","제이씨현시스템","KOSDAQ","우량기업부","4755","-5","-0.11","4760","4860","4750","307362","1477479850","90889124160","19114432"
"417500","제이아이테크","KOSDAQ","벤처기업부","3455","35","1.02","3390","3505","3375","158431","547999985","113271290520","32784744"
"348950","제이알글로벌리츠","KOSPI",,"4160","60","1.46","4100","4160","4100","187603","774802995","821084160000","197376000"
"204270","제이앤티씨","KOSDAQ","중견기업부","14750","560","3.95","14150","14910","14150","585097","8599878770","853264873500","57848466"
"194370","제이에스코퍼레이션","KOSPI",,"18230","280","1.56","18200","18490","17700","126249","2299587300","243108006230","13335601"
"026040","제이에스티나","KOSDAQ","중견기업부","2200","20","0.92","2180","2200","2150","27614","60184745","36308338000","16503790"
"126880","제이엔케이히터","KOSDAQ","우량기업부","5340","70","1.33","5310","5380","5270","80477","430388170","123914182020","23204903"
"322510","제이엘케이","KOSDAQ","기술성장기업부","23850","0","0.00","23350","24500","23000","318466","7603085200","385599931200","16167712"
"254160","제이엠멀티","KONEX","일반기업부","2780","-20","-0.71","0","0","0","0","0","14344800000","5160000"
"033050","제이엠아이","KOSDAQ","벤처기업부","1066","7","0.66","1067","1071","1061","71174","75827424","34729578572","32579342"
"094970","제이엠티","KOSDAQ","중견기업부","4000","170","4.44","3835","4060","3835","134305","537364500","66992960000","16748240"
"418550","제이오","KOSDAQ","기술성장기업부","26000","-700","-2.62","27300","27650","25600","436916","11528467700","814743098000","31336273"
"025620","제이준코스메틱","KOSPI",,"5900","100","1.72","5600","6000","5550","10688","62497650","26460591400","4484846"
"089790","제이티","KOSDAQ","벤처기업부","7920","40","0.51","7880","7970","7700","42131","332097580","81698862960","10315513"
"030000","제일기획","KOSPI",,"20350","-100","-0.49","20450","20500","20250","177583","3619802400","2341088928750","115041225"
"052670","제일바이오","KOSDAQ","관리종목(소속부없음)","2080","0","0.00","0","0","0","0","0","60588453120","29129064"
"271980","제일약품","KOSPI",,"15790","-10","-0.06","15810","15980","15780","4007","63443480","232189928880","14704872"
"001560","제일연마","KOSPI",,"8500","150","1.80","8350","8600","8280","2883","24198060","85000000000","10000000"
"199820","제일전기공업","KOSDAQ","우량기업부","9940","70","0.71","9920","10000","9850","7167","71331680","110433400000","11110000"
"038010","제일테크노스","KOSDAQ","중견기업부","9680","1470","17.90","8570","10050","8450","5272666","50114610170","87120000000","9000000"
"002620","제일파마홀딩스","KOSPI",,"9970","-40","-0.40","10010","10160","9950","5334","53459470","159254349350","15973355"
"276730","제주맥주","KOSDAQ","기술성장기업부","1121","31","2.84","1092","1145","1025","3872544","4291456992","65298352011","58250091"
"080220","제주반도체","KOSDAQ","우량기업부","5230","70","1.36","5250","5270","5080","1878945","9756399590","180136016590","34442833"
"006220","제주은행","KOSPI",,"8410","110","1.33","8280","8550","8270","240557","2023112780","270202989340","32128774"
"089590","제주항공","KOSPI",,"11630","-320","-2.68","11930","12000","11610","423327","4984349800","895436858930","76993711"
"216080","제테마","KOSDAQ","기술성장기업부","17160","340","2.02","16820","17300","16810","30829","525058550","306456304440","17858759"
"229000","젠큐릭스","KOSDAQ","기술성장기업부","6170","0","0.00","6120","6370","6000","472069","2945661970","82167673130","13317289"
"248020","젬","KONEX","일반기업부","2695","0","0.00","0","0","0","0","0","12857979750","4771050"
"082270","젬백스","KOSDAQ","중견기업부","14500","550","3.94","13750","14680","13750","126792","1811751720","579915523000","39994174"
"064800","젬백스링크","KOSDAQ","우량기업부","1216","34","2.88","1182","1250","1170","285538","346160110","101836494272","83747117"
"044060","조광ILI","KOSDAQ","관리종목(소속부없음)","732","0","0.00","0","0","0","0","0","70075958688","95732184"
"004910","조광페인트","KOSPI",,"6280","70","1.13","6200","6350","6190","4504","28153900","80384000000","12800000"
"004700","조광피혁","KOSPI",,"49550","0","0.00","49400","49550","49050","83","4105050","329464787900","6649138"
"001550","조비","KOSPI",,"13000","140","1.09","13200","13200","12800","18545","240570570","67499107000","5192239"
"462520","조선내화","KOSPI",,"25300","-350","-1.36","25200","25400","24650","107268","2684822300","299935750400","11855168"
"120030","조선선재","KOSPI",,"101500","-700","-0.68","101700","102700","101300","1003","102247200","127651576500","1257651"
"034940","조아제약","KOSDAQ","중견기업부","2120","50","2.42","2070","2120","2040","131979","275704765","65677233240","30979827"
"067000","조이시티","KOSDAQ","우량기업부","2730","95","3.61","2620","2750","2580","154995","420227790","190725151890","69862693"
"018470","조일알미늄","KOSPI",,"2135","60","2.89","2065","2155","2065","571019","1214170695","270358724335","126631721"
"002600","조흥","KOSPI",,"171900","0","0.00","171900","171900","171900","13","2234700","103140000000","600000"
"185750","종근당","KOSPI",,"116600","200","0.17","116600","118600","113800","142192","16595479600","1465482902400","12568464"
"063160","종근당바이오","KOSPI",,"21550","250","1.17","21300","21700","21100","4164","89347000","118222481100","5485962"
"001630","종근당홀딩스","KOSPI",,"55300","900","1.65","55200","55400","54300","1748","95906500","277045313300","5009861"
"033340","좋은사람들","KOSDAQ","관리종목(소속부없음)","2110","0","0.00","0","0","0","0","0","204565677380","96950558"
"036930","주성엔지니어링","KOSDAQ GLOBAL","우량기업부","35450","-100","-0.28","35300","36000","34600","850290","30095820600","1710434565400","48249212"
"044380","주연테크","KOSPI",,"535","0","0.00","540","545","535","72189","38976095","31671595540","59199244"
"239340","줌인터넷","KOSDAQ","중견기업부","2910","75","2.65","2840","2960","2840","148702","435121225","78510734940","26979634"
"072020","중앙백신","KOSDAQ","벤처기업부","10630","20","0.19","10670","10680","10560","80755","857742330","105874800000","9960000"
"000440","중앙에너비스","KOSDAQ","우량기업부","17400","490","2.90","17210","17480","17160","69572","1205940010","108352062000","6227130"
"051980","중앙첨단소재","KOSDAQ","투자주의환기종목(소속부없음)","1817","80","4.61","1736","1840","1724","766296","1381478753","142638019529","78501937"
"228760","지노믹트리","KOSDAQ","기술성장기업부","16170","400","2.54","15900","16300","15670","227784","3663653570","388279440780","24012334"
"314130","지놈앤컴퍼니","KOSDAQ","기술성장기업부","13490","720","5.64","12600","13680","12450","65531","873734160","190243008290","14102521"
"013890","지누스","KOSPI",,"18860","860","4.78","18020","18990","17910","126135","2347419580","356466749360","18900676"
"389030","지니너스","KOSDAQ","기술성장기업부","2755","150","5.76","2615","2805","2605","737793","2020343170","91652912975","33267845"
"043610","지니뮤직","KOSDAQ","우량기업부","3100","30","0.98","3055","3105","3035","84502","260558570","180157857800","58115438"
"263860","지니언스","KOSDAQ","벤처기업부","11400","160","1.42","11360","11550","11100","8101","92317780","107668440000","9444600"
"303030","지니틱스","KOSDAQ","벤처기업부","1409","11","0.79","1398","1414","1392","41052","57663276","50365646212","35745668"
"036180","지더블유바이텍","KOSDAQ","중견기업부","793","2","0.25","788","800","770","307821","239979672","49604498073","62552961"
"208350","지란지교시큐리티","KOSDAQ","벤처기업부","4400","50","1.15","4355","4600","4355","10301","45164890","38889615600","8838549"
"289860","지슨","KONEX","일반기업부","4400","0","0.00","4390","4450","4390","5578","24547080","73805705600","16774024"
"144510","지씨셀","KOSDAQ","우량기업부","32550","400","1.24","32050","32850","32000","39447","1286920400","514301197200","15800344"
"358570","지아이이노베이션","KOSDAQ","기술성장기업부","19170","420","2.24","18570","19520","18330","107425","2059500750","423087651000","22070300"
"382480","지아이텍","KOSDAQ","벤처기업부","3175","75","2.42","3100","3195","3065","79002","249793665","124958919500","39357140"
"382800","지앤비에스 에코","KOSDAQ","벤처기업부","6100","410","7.21","5610","6110","5570","833826","4993631640","183146473200","30024012"
"299480","지앤이헬스케어","KONEX","일반기업부","312","-55","-14.99","312","312","312","468","146016","3463431816","11100743"
"051160","지어소프트","KOSDAQ","우량기업부","7550","80","1.07","7520","7650","7400","166337","1254821600","116831946500","15474430"
"053050","지에스이","KOSDAQ","우량기업부","3665","5","0.14","3645","3715","3620","817088","3004778935","109904543005","29987597"
"388610","지에프씨생명과학","KONEX","일반기업부","4195","5","0.12","4195","4195","4000","1003","4012585","12939804710","3084578"
"119850","지엔씨에너지","KOSDAQ","우량기업부","4160","40","0.97","4100","4175","4085","103796","430711555","68427461440","16448909"
"065060","지엔코","KOSDAQ","중견기업부","596","51","9.36","543","600","525","1680310","969772604","58412794224","98008044"
"204840","지엘팜텍","KOSDAQ","기술성장기업부","1500","106","7.60","1365","1510","1341","2915702","4197666400","93531091500","62354061"
"013870","지엠비코리아","KOSPI",,"4180","60","1.46","4125","4180","4120","9248","38467145","79722130400","19072280"
"071320","지역난방공사","KOSPI",,"23350","0","0.00","23350","23600","23350","2817","66042800","270363672400","11578744"
"270520","지오릿에너지","KOSDAQ","벤처기업부","2840","-40","-1.39","2890","2960","2835","391854","1136815330","118605517040","41762506"
"311320","지오엘리먼트","KOSDAQ","기술성장기업부","12470","200","1.63","12450","12570","12300","42318","526536760","157303563200","12614560"
"388050","지투파워","KOSDAQ","벤처기업부","8100","200","2.53","8060","8130","7760","194390","1555775310","150955803900","18636519"
"219750","지티지웰니스","KOSDAQ","관리종목(소속부없음)","2850","0","0.00","0","0","0","0","0","27234072750","9555815"
"088790","진도","KOSPI",,"2110","-55","-2.54","2225","2250","2110","66696","145188585","26264739840","12447744"
"018120","진로발효","KOSDAQ","우량기업부","16100","70","0.44","16030","16170","15810","1610","25888970","106600032000","6621120"
"109820","진매트릭스","KOSDAQ","기술성장기업부","2700","30","1.12","2655","2760","2645","48239","130840300","55062828000","20393640"
"086060","진바이오텍","KOSDAQ","중견기업부","4305","95","2.26","4180","4345","4165","78383","336139115","37068577035","8610587"
"036890","진성티이씨","KOSDAQ","우량기업부","9970","70","0.71","9940","10060","9880","212238","2114565200","224148211960","22482268"
"363250","진시스템","KOSDAQ","기술성장기업부","11600","-100","-0.85","11700","12170","11540","14110","164052700","80752124000","6961390"
"003780","진양산업","KOSPI",,"7150","50","0.70","7100","7150","7030","96098","681324260","92950000000","13000000"
"007370","진양제약","KOSDAQ","우량기업부","6230","120","1.96","6080","6230","6070","31466","193006250","74760000000","12000000"
"010640","진양폴리","KOSPI",,"7150","-220","-2.99","7350","7350","6990","86395","615624770","71500000000","10000000"
"100250","진양홀딩스","KOSPI",,"3220","15","0.47","3220","3230","3185","14397","46114765","179982840240","55895292"
"051630","진양화학","KOSPI",,"3220","-15","-0.46","3250","3315","3175","39030","126115215","50876000000","15800000"
"272450","진에어","KOSPI",,"12380","-250","-1.98","12630","12650","12260","127200","1575081410","646236000000","52200000"
"285800","진영","KOSDAQ","벤처기업부","3915","135","3.57","3780","4140","3720","889759","3562871495","68423512050","17477270"
"011000","진원생명과학","KOSPI",,"3305","-125","-3.64","3390","3430","3235","1121755","3697245175","259355965185","78473817"
"250030","진코스텍","KONEX","일반기업부","3690","190","5.43","3700","3700","3205","123","398585","9554653530","2589337"
"002780","진흥기업","KOSPI",,"1212","18","1.51","1200","1219","1195","359825","435365541","176311754940","145471745"
"002787","진흥기업2우B","KOSPI",,"11590","80","0.70","11510","11590","11480","986","11359040","3416824720","294808"
"002785","진흥기업우B","KOSPI",,"4280","85","2.03","4280","4280","4280","1","4280","3668893040","857218"
"233990","질경이","KONEX","일반기업부","489","-5","-1.01","489","489","489","1","489","7220035122","14764898"
"085660","차바이오텍","KOSDAQ","벤처기업부","16050","410","2.62","15690","16180","15630","253908","4053945060","903846810150","56314443"
"261780","차백신연구소","KOSDAQ","기술성장기업부","5210","10","0.19","5200","5260","5150","36374","189751520","139274131590","26732079"
"009310","참엔지니어링","KOSPI",,"446","2","0.45","444","448","440","110905","49235030","37850868874","84867419"
"094850","참좋은여행","KOSDAQ","중견기업부","7400","190","2.64","7230","7410","7190","28398","208134720","103600000000","14000000"
"004650","창해에탄올","KOSDAQ","우량기업부","9670","20","0.21","9650","9760","9610","7889","76538100","88875857950","9190885"
"278280","천보","KOSDAQ GLOBAL","우량기업부","102900","900","0.88","100600","103100","100600","40761","4166685300","1029000000000","10000000"
"000650","천일고속","KOSPI",,"48550","1350","2.86","47200","48800","47150","259","12342050","69388631000","1429220"
"362320","청담글로벌","KOSDAQ","벤처기업부","7230","170","2.41","7000","7350","6880","272041","1952958750","148585826700","20551290"
"012600","청호ICT","KOSPI",,"2490","0","0.00","0","0","0","0","0","107911154370","43337813"
"066360","체리부로","KOSDAQ","중견기업부","1366","63","4.83","1303","1399","1303","256851","346910290","65502452490","47952015"
"033250","체시스","KOSPI",,"2805","95","3.51","2885","3070","2720","15068639","43405604085","89760000000","32000000"
"047820","초록뱀미디어","KOSDAQ","관리종목(소속부없음)","5400","0","0.00","0","0","0","0","0","132051222000","24453930"
"094360","칩스앤미디어","KOSDAQ","벤처기업부","20850","350","1.71","20750","21200","20050","187327","3888303250","201000567750","9640315"
"016790","카나리아바이오","KOSDAQ","중견기업부","5630","20","0.36","5800","5960","5590","4484207","25724349350","972829122150","172793805"
"016920","카스","KOSDAQ","중견기업부","1521","2","0.13","1510","1538","1510","63766","97114729","40296671298","26493538"
"284620","카이노스메드","KOSDAQ","기술성장기업부","3230","5","0.16","3195","3270","3150","59810","191925405","90189339080","27922396"
"446600","카이바이오텍","KONEX","일반기업부","22000","0","0.00","0","0","0","0","0","21588182000","981281"
"035720","카카오","KOSPI",,"47800","300","0.63","47250","48150","47000","925944","44257017200","21246907366000","444495970"
"293490","카카오게임즈","KOSDAQ GLOBAL","우량기업부","25250","650","2.64","24700","25450","24600","231231","5817777050","2083429969500","82512078"
"323410","카카오뱅크","KOSPI",,"23900","200","0.84","23650","24100","23300","585484","13937053300","11394734574300","476767137"
"377300","카카오페이","KOSPI",,"42850","1050","2.51","41650","43500","41300","108918","4649366600","5747451303200","134129552"
"042000","카페24","KOSDAQ","기술성장기업부","15400","580","3.91","15040","15710","14650","498425","7606426470","346456849200","22497198"
"006380","카프로","KOSPI",,"997","-15","-1.48","1001","1026","992","464301","467439415","39880000000","40000000"
"317530","캐리소프트","KOSDAQ","기술성장기업부","4590","145","3.26","4455","4735","4175","65897","290331840","31951889640","6961196"
"071850","캐스텍코리아","KOSDAQ","중견기업부","1965","3","0.15","1923","1970","1923","26741","52352497","32558454420","16569188"
"050110","캠시스","KOSDAQ","중견기업부","1446","13","0.91","1427","1456","1421","376128","543981983","106749674628","73824118"
"452300","캡스톤파트너스","KOSDAQ","중견기업부","7830","-340","-4.16","8380","8850","7710","11654648","97315565310","104502155400","13346380"
"119860","커넥트웨이브","KOSDAQ","우량기업부","11050","220","2.03","10700","11170","10700","66334","734118500","516556372150","46747183"
"223310","커머스마이너","KOSDAQ","중견기업부","1776","69","4.04","1707","1778","1657","244954","425991534","27937138896","15730371"
"109070","컨버즈","KOSPI",,"4100","0","0.00","0","0","0","0","0","150921943000","36810230"
"451760","컨텍","KOSDAQ","기술성장기업부","17530","-1970","-10.10","18350","18500","17180","3166396","56368080980","252155446720","14384224"
"900310","컬러레이","KOSDAQ","외국기업(소속부없음)","909","-6","-0.66","909","919","900","328474","299027961","58213882575","64041675"
"078340","컴투스","KOSDAQ","우량기업부","49050","1100","2.29","47800","49450","47550","33064","1618517850","631097901000","12866420"
"063080","컴투스홀딩스","KOSDAQ","중견기업부","33950","500","1.49","33750","34250","33300","55686","1878637850","223906768400","6595192"
"307930","컴퍼니케이","KOSDAQ","중견기업부","4900","5","0.10","4870","4930","4860","51542","251737700","76489000000","15610000"
"079190","케스피온","KOSDAQ","벤처기업부","962","-10","-1.03","963","973","936","150342","143133251","36898004468","38355514"
"263700","케어랩스","KOSDAQ","중견기업부","4160","-5","-0.12","4130","4230","4100","19404","81294450","80763072000","19414200"
"214370","케어젠","KOSDAQ","벤처기업부","27000","400","1.50","26400","27400","26300","76948","2079082450","1450305000000","53715000"
"221980","케이디켐","KOSDAQ","우량기업부","12070","-20","-0.17","12020","12170","12020","2482","29985630","48700036000","4034800"
"038530","케이바이오","KOSDAQ","중견기업부","306","11","3.73","306","312","282","2556499","758180913","35408590182","115714347"
"001620","케이비아이동국실업","KOSPI",,"579","3","0.52","576","579","565","242601","138737588","64438664949","111293031"
"424140","케이비제21호스팩","KOSDAQ","SPAC(소속부없음)","1986","2","0.10","1994","1994","1982","6769","13426153","15312060000","7710000"
"436530","케이비제22호스팩","KOSDAQ","SPAC(소속부없음)","2170","0","0.00","0","0","0","0","0","11327400000","5220000"
"192250","케이사인","KOSDAQ","벤처기업부","1280","10","0.79","1269","1282","1268","100133","127846107","90459208960","70671257"
"029460","케이씨","KOSPI",,"18320","-40","-0.22","17510","18350","17510","12380","223579950","248310086080","13554044"
"115500","케이씨에스","KOSDAQ","중견기업부","6640","130","2.00","6510","6650","6480","48047","316563140","79680000000","12000000"
"281820","케이씨텍","KOSPI",,"23950","-650","-2.64","24600","24750","23300","112518","2682155750","499634266200","20861556"
"089150","케이씨티","KOSDAQ","중견기업부","2870","5","0.17","2845","2885","2830","71267","204110605","49220500000","17150000"
"025880","케이씨피드","KOSDAQ","중견기업부","2470","10","0.41","2460","2505","2450","96404","238567875","41288169260","16715858"
"093320","케이아이엔엑스","KOSDAQ","우량기업부","84700","1800","2.17","82900","85100","81600","23105","1942828000","413336000000","4880000"
"093640","케이알엠","KOSDAQ","벤처기업부","9220","-160","-1.71","9400","9400","9100","182717","1683041570","269347382040","29213382"
"073010","케이에스피","KOSDAQ","중견기업부","2680","80","3.08","2625","2690","2595","157519","419205895","96995248760","36192257"
"105330","케이엔더블유","KOSDAQ","벤처기업부","8800","100","1.15","8800","8900","8550","27632","240011520","141328246400","16060028"
"053080","케이엔솔","KOSDAQ","우량기업부","21500","-50","-0.23","21500","21800","21050","115762","2482150200","279495850500","12999807"
"272110","케이엔제이","KOSDAQ","우량기업부","18520","-210","-1.12","18800","19180","18510","25702","480862860","147148715400","7945395"
"039420","케이엘넷","KOSDAQ","중견기업부","2665","25","0.95","2640","2675","2630","91269","242242355","64372355450","24154730"
"083550","케이엠","KOSDAQ","우량기업부","4795","120","2.57","4680","4795","4655","10366","49084480","56450043755","11772689"
"032500","케이엠더블유","KOSDAQ","중견기업부","12300","190","1.57","12050","12380","11980","118394","1449381730","489796860900","39820883"
"225430","케이엠제약","KOSDAQ","벤처기업부","980","-10","-1.01","981","985","974","151528","148380717","27329309000","27887050"
"102370","케이옥션","KOSDAQ","기술성장기업부","3860","55","1.45","3805","3885","3800","9051","34660905","104892161100","27174135"
"381970","케이카","KOSPI",,"10440","-110","-1.04","10550","10590","10400","42331","443720620","502023404520","48086533"
"145270","케이탑리츠","KOSPI",,"1024","4","0.39","1024","1029","1019","47466","48513144","49214232576","48060774"
"036030","케이티알파","KOSDAQ","중견기업부","5490","50","0.92","5410","5490","5380","45064","244724350","269115863670","49019283"
"064820","케이프","KOSDAQ","우량기업부","4135","80","1.97","4095","4185","4055","7175","29641360","127778645280","30901728"
"256940","케이피에스","KOSDAQ","벤처기업부","6310","70","1.12","6240","6370","6130","23381","146907070","118304031980","18748658"
"024880","케이피에프","KOSDAQ","우량기업부","4985","75","1.53","4900","5000","4885","55599","275223125","103103748030","20682798"
"042040","케이피엠테크","KOSDAQ","중견기업부","441","-25","-5.36","470","478","430","1016361","468471295","76460508117","173379837"
"054410","케이피티유","KOSDAQ","벤처기업부","5000","-10","-0.20","5010","5110","5000","10859","54553720","28632220000","5726444"
"258610","케일럼","KOSDAQ","벤처기업부","3910","230","6.25","3680","3995","3680","241850","937119345","104737690030","26787133"
"274090","켄코아에어로스페이스","KOSDAQ","기술성장기업부","12240","-600","-4.67","12820","12820","12210","216986","2676210450","156481117200","12784405"
"402420","켈스","KONEX","일반기업부","15370","-30","-0.19","14500","15370","14000","12","180950","34221919800","2226540"
"089010","켐트로닉스","KOSDAQ","우량기업부","25050","350","1.42","24850","26100","24700","334686","8488335100","379950384000","15167680"
"220260","켐트로스","KOSDAQ","벤처기업부","5940","100","1.71","5980","6010","5840","44193","262939350","157756343580","26558307"
"176590","코나솔","KONEX","일반기업부","8320","-180","-2.12","8500","8500","7800","7977","64686370","48450130560","5823333"
"052400","코나아이","KOSDAQ","우량기업부","16150","70","0.44","16080","16250","15960","31271","505331200","242249983850","14999999"
"402030","코난테크놀로지","KOSDAQ","기술성장기업부","34550","800","2.37","33750","34750","33300","99322","3386023900","394453480400","11416888"
"391710","코닉오토메이션","KOSDAQ","중견기업부","2780","125","4.71","2650","2800","2640","270655","743279320","115378957160","41503222"
"046070","코다코","KOSDAQ","관리종목(소속부없음)","297","-17","-5.41","314","319","295","725842","217812066","12707458632","42786056"
"047770","코데즈컴바인","KOSDAQ","중견기업부","1807","-1","-0.06","1798","1815","1798","29676","53562876","68381581814","37842602"
"080530","코디","KOSDAQ","벤처기업부","1365","1","0.07","1398","1435","1354","46391","63357458","43193705100","31643740"
"417310","코람코더원리츠","KOSPI",,"4715","35","0.75","4700","4960","4640","35234","166569670","190486000000","40400000"
"357120","코람코라이프인프라리츠","KOSPI",,"5530","-20","-0.36","5540","5540","5480","52180","287665790","489595641220","88534474"
"104540","코렌텍","KOSDAQ","기술성장기업부","11160","-10","-0.09","11190","11190","11000","16737","185900950","142372249200","12757370"
"027050","코리아나","KOSDAQ","중견기업부","3045","-55","-1.77","3010","3065","2965","639318","1931353165","121800000000","40000000"
"007815","코리아써우","KOSPI",,"6070","140","2.36","5930","6070","5930","3464","20864600","17995668300","2964690"
"007810","코리아써키트","KOSPI",,"15370","320","2.13","15020","15670","15020","119540","1837966090","363050942870","23620751"
"00781K","코리아써키트2우B","KOSPI",,"6990","180","2.64","7100","7100","6870","2731","19200400","5478056010","783699"
"190650","코리아에셋투자증권","KOSDAQ","우량기업부","5740","60","1.06","5580","5890","5570","3830","21882980","36667120000","6388000"
"123410","코리아에프티","KOSDAQ","우량기업부","3255","-15","-0.46","3280","3305","3250","196654","643998550","90622663320","27841064"
"003690","코리안리","KOSPI",,"7740","0","0.00","7750","7760","7510","331568","2549092860","1089969547860","140822939"
"036690","코맥스","KOSDAQ","중견기업부","3205","50","1.58","3155","3300","3105","112858","362443815","50975326290","15904938"
"049430","코메론","KOSDAQ","우량기업부","8870","50","0.57","8740","8900","8730","10672","94097390","80255760000","9048000"
"183300","코미코","KOSDAQ GLOBAL","우량기업부","54300","0","0.00","55000","55100","53600","56993","3099522400","568015141200","10460684"
"041960","코미팜","KOSDAQ","벤처기업부","5590","-40","-0.71","5590","5640","5510","67762","379190860","394678953760","70604464"
"089890","코세스","KOSDAQ","우량기업부","10990","-160","-1.43","11040","11160","10860","135433","1488687400","182268732380","16584962"
"009730","코센","KOSDAQ","중견기업부","2900","50","1.75","2850","2925","2810","221974","640048505","88614644600","30556774"
"189350","코셋","KONEX","일반기업부","1759","9","0.51","1720","1759","1719","25","43509","8443200000","4800000"
"082660","코스나인","KOSDAQ","중견기업부","503","3","0.60","503","507","495","741634","372068163","43570297107","86620869"
"192820","코스맥스","KOSPI",,"118600","1700","1.45","117700","119100","115200","90399","10634276600","1346051767400","11349509"
"044820","코스맥스비티아이","KOSPI",,"10090","130","1.31","9930","10110","9930","11345","113794850","96903562890","9603921"
"222040","코스맥스엔비티","KOSDAQ","중견기업부","6100","430","7.58","5790","6100","5700","139886","833116580","125830800000","20628000"
"241710","코스메카코리아","KOSDAQ","우량기업부","38500","800","2.12","37650","38950","36600","80187","3053517350","411180000000","10680000"
"005070","코스모신소재","KOSPI",,"160500","1500","0.94","159000","161400","157500","82395","13187248200","4919446338000","30650756"
"005420","코스모화학","KOSPI",,"36750","800","2.23","35900","37100","35600","155515","5687790500","1411502379000","38408228"
"355150","코스텍시스","KOSDAQ","벤처기업부","2035","40","2.01","1975","2050","1967","43554","87922390","76523834750","37603850"
"169670","코스텍시스템","KONEX","일반기업부","9450","50","0.53","9400","9500","9400","316","2996950","27106389450","2868401"
